id,review_scores_rating
568307,94
570055,91
570153,96
571074,99
571751,91
573171,92
573259,100
574657,96
577552,90
577689,96
578821,90
578927,97
580013,95
582053,100
582990,100
583916,81
584012,93
584757,98
585042,92
588011,97
588554,97
588556,90
589285,94
589293,99
590200,94
590948,97
592020,98
592059,95
593269,96
593920,100
594027,82
594032,89
594495,73
595231,96
597413,93
598335,97
598407,96
598982,97
603252,92
604068,100
604535,96
606926,95
609459,
609824,99
610496,93
612197,95
613219,93
615018,96
617544,94
617861,88
617864,98
618049,92
618234,98
618397,94
623231,77
625013,90
626620,96
626779,97
626782,97
628686,93
628727,97
632824,100
633372,92
633531,100
633881,89
634825,90
636713,89
636902,
638001,90
638017,94
638162,93
639988,96
641493,92
642955,98
643039,100
643058,
644294,90
647944,96
650784,
652366,91
653677,94
654038,99
655748,
656248,99
656753,94
658491,87
661030,95
661574,97
661782,97
665882,100
667122,84
667608,98
667849,94
667899,96
668847,99
668923,99
668962,94
669330,99
669429,96
671151,100
671322,100
671958,94
676548,95
676575,94
677642,100
680999,97
681132,86
681420,
682423,94
682637,100
682853,
682854,92
684673,98
685944,95
687582,93
687635,100
688163,93
689619,90
690578,95
691366,98
691469,98
693357,95
694871,97
696372,89
696647,95
697887,91
698727,98
699443,80
699827,82
700614,100
700806,98
701356,90
701909,98
702047,
702921,
703286,97
703748,96
703969,80
704098,95
704265,100
704306,95
704340,100
705910,95
706237,99
706362,92
706700,100
708929,95
709602,91
711452,96
714312,93
714728,97
715728,94
716568,96
717446,98
717871,95
718433,100
719195,95
719766,97
721768,93
722871,95
723001,94
723003,93
723097,100
723712,93
725992,100
726236,98
728115,95
728330,94
728865,96
728981,98
729454,98
730832,95
731285,97
737374,91
739363,95
741367,86
742211,96
744264,89
749134,97
749508,95
750494,80
752358,84
753097,93
753152,98
753246,93
753251,96
753525,92
753978,95
758136,96
761453,99
761821,95
764511,93
766188,86
767461,100
767840,88
768330,78
768418,98
768466,91
768616,98
769334,93
770435,93
772353,88
772627,96
772740,94
773695,
776069,
777993,100
778598,98
780540,
781039,87
781141,100
781180,91
782412,96
782924,91
782997,92
783789,100
784500,95
784782,99
788464,100
788811,96
789018,94
789136,91
789554,95
790667,92
791747,100
793067,100
794114,96
794284,94
795792,94
795924,
796895,95
799899,93
800903,96
801290,97
803861,100
803960,96
804227,97
804949,90
808174,100
810056,95
811823,90
812449,96
813414,100
813575,95
814603,98
815057,88
816485,100
816748,95
817372,98
817454,89
818757,100
819384,98
819417,95
819658,98
820799,97
821270,90
822091,94
822917,99
823087,97
823209,90
823885,79
824657,85
827610,97
827752,98
828534,
829241,91
829409,92
831316,96
831334,89
832389,87
833589,98
835872,97
837143,100
838639,100
838769,87
842684,93
843224,94
843266,98
843395,80
843418,100
843830,93
845192,92
845613,100
847396,96
849431,89
850645,95
851630,95
851688,97
852539,96
854315,95
856845,100
857451,93
860671,99
861698,98
863116,98
863683,94
865222,94
865908,81
866332,100
867196,83
867981,95
869793,96
871235,95
871854,97
871945,92
871961,96
872925,97
876839,86
877939,100
878037,93
878074,99
878387,94
879602,93
880130,98
880447,96
881436,99
882481,97
883362,87
883847,97
884484,83
885121,97
885925,97
886398,87
887975,99
889901,97
893313,95
895571,77
897910,96
899207,80
899264,100
899265,100
899729,99
901314,93
901569,96
901837,97
904637,92
906460,90
906933,94
907791,93
907910,93
908575,96
910642,96
912787,96
913379,83
913865,90
914944,97
916013,
918301,96
919931,98
921223,93
922202,92
926497,
926670,96
929443,99
929541,95
929874,96
933277,99
935026,97
935295,96
936642,98
937705,96
938661,97
941115,
942797,95
942867,95
945373,98
948364,97
948728,88
950245,95
952957,93
954077,92
958267,96
958788,94
959013,100
962143,98
965074,93
965138,94
965343,93
965843,90
969200,89
969263,90
969280,100
970871,93
972033,87
972948,97
974427,98
975599,89
976632,
977063,99
978840,88
978892,98
978997,96
979758,95
980288,92
981027,93
983346,100
984052,93
984732,97
986324,98
986428,96
988429,93
988883,98
989871,93
993985,94
997825,96
999465,100
1003478,92
1004686,96
1005072,98
1005341,96
1007428,98
1009209,98
1010901,95
1012851,96
1014764,95
1014824,100
1017368,96
1018784,97
1023188,89
1024097,94
1030060,95
1032446,93
1033506,94
1038377,100
1038425,100
1039130,93
1039472,100
1042779,97
1043485,92
1044626,98
1045144,
1052235,98
1052791,94
1052941,96
1054546,91
1057719,
1061010,70
1065921,93
1068023,96
1068269,94
1070556,100
1070891,94
1073324,93
1076187,94
1079551,98
1081793,95
1084183,98
1084480,98
1084512,96
1086003,100
1086138,93
1086561,95
1088792,91
1088794,95
1089262,97
1089612,98
1095720,100
1099035,90
1099602,89
1100840,100
1101970,90
1102875,95
1103355,95
1104102,97
1106372,92
1108579,100
1110069,100
1111145,88
1114908,98
1115899,92
1118955,97
1119402,95
1120028,89
1120265,94
1120297,86
1121525,94
1123260,83
1125176,100
1125675,100
1126699,96
1128470,93
1128910,100
1129012,91
1130337,89
1130356,98
1130984,94
1131123,100
1132188,91
1134401,91
1137010,98
1140239,93
1146439,98
1147878,89
1148348,100
1148548,95
1152171,96
1152925,93
1153584,96
1154260,90
1154790,97
1155736,95
1157858,100
1158424,90
1159542,94
1159572,92
1162720,91
1163196,88
1163870,97
1165431,88
1165955,
1168611,92
1168787,100
1172623,93
1172856,97
1176103,100
1176655,94
1176927,98
1177810,92
1177924,98
1184418,100
1185916,99
1186130,99
1188244,98
1191779,98
1192710,100
1192961,94
1193004,97
1193404,95
1194126,97
1196411,80
1198030,87
1198893,88
1202152,97
1204897,96
1205350,95
1208258,90
1209178,91
1209221,96
1211965,95
1213012,99
1214669,97
1216091,95
1216269,100
1222569,96
1223445,95
1224679,100
1226803,98
1230836,
1230881,97
1234638,83
1236282,91
1237568,94
1238867,91
1244210,
1244451,100
1245274,80
1245728,93
1247590,92
1248364,96
1250070,96
1251270,96
1251299,95
1254631,97
1255664,98
1256590,
1258253,96
1259092,99
1263828,93
1264077,93
1264154,94
1265542,92
1266630,99
1267501,93
1268657,92
1268889,
1268990,96
1272110,98
1272125,97
1273287,91
1273930,90
1273941,92
1273954,89
1273965,88
1274386,95
1274387,90
1274612,98
1275721,85
1275837,95
1277277,93
1282857,93
1283324,94
1288312,95
1288538,80
1288665,100
1289498,97
1290479,97
1290566,97
1291967,91
1292808,99
1294026,93
1296055,89
1296116,88
1296135,100
1297234,92
1297316,89
1300487,97
1302932,89
1304376,90
1304785,96
1306162,
1306679,97
1307230,98
1307562,100
1309100,94
1311838,
1312007,92
1314489,92
1315106,100
1319575,100
1322019,100
1322780,95
1323225,95
1323313,90
1323516,95
1325308,100
1325593,97
1327416,100
1328436,95
1329666,86
1330320,86
1331239,87
1334111,92
1335109,100
1337778,80
1338928,84
1338998,100
1339065,94
1339797,99
1339858,97
1339936,96
1342415,87
1345110,97
1345530,98
1345607,96
1346757,96
1347741,97
1351859,90
1352426,95
1353286,100
1355609,96
1357532,92
1358910,96
1362184,98
1363187,94
1366569,90
1367584,89
1368460,100
1372560,88
1373227,78
1374034,98
1375990,97
1379257,100
1379902,97
1380515,100
1386730,100
1386865,87
1389205,98
1390729,98
1392487,95
1393078,96
1393484,95
1396645,93
1396712,98
1398566,82
1400305,97
1400385,91
1402056,90
1405939,89
1407846,96
1418849,96
1419206,98
1421907,95
1422670,99
1423398,100
1424667,91
1427156,80
1429587,93
1433334,100
1434704,98
1434793,93
1439011,86
1440214,93
1440278,97
1442066,99
1448533,96
1452082,80
1455157,97
1455727,98
1457197,98
1457828,96
1458754,100
1459806,94
1460349,90
1461097,93
1461104,88
1461757,95
1463302,96
1465653,
1466154,90
1468813,94
1471271,100
1471798,97
1473360,93
1474189,96
1477756,96
1481357,99
1481418,
1481836,97
1482741,90
1485751,97
1490274,100
1490920,100
1491007,99
1491518,100
1493526,92
1493537,100
1493899,98
1494301,90
1497227,90
1497716,100
1505506,93
1505572,100
1507645,90
1509828,92
1510861,71
1511005,98
1511192,87
1517436,93
1517723,80
1521826,98
1523419,100
1523887,98
1524184,100
1525270,
1525501,100
1528556,100
1532372,89
1536708,93
1537125,89
1537417,91
1537928,98
1540436,94
1541488,94
1543254,
1544092,
1544094,93
1544666,96
1547448,99
1548045,97
1554182,
1555212,91
1555527,95
1559030,97
1559332,100
1560137,94
1563562,97
1564041,100
1564117,88
1564278,96
1564469,97
1564654,89
1564806,91
1564917,92
1565012,92
1565047,91
1566343,80
1572664,95
1573151,97
1574222,100
1574592,93
1575295,92
1580182,97
1580352,89
1581820,97
1582522,
1585456,93
1586076,92
1586198,100
1588899,
1591650,95
1592849,98
1596566,94
1599410,93
1600603,93
1600862,93
1603212,100
1604434,92
1605555,100
1606480,95
1607008,92
1608059,
1613584,94
1613678,
1615648,98
1617037,86
1619040,97
1622338,97
1624008,81
1626164,90
1626236,77
1628763,94
1630742,
1631465,
1632187,94
1632353,96
1634214,97
1635036,95
1637976,94
1645341,95
1647378,96
1648222,99
1650581,89
1652766,100
1653909,93
1656340,94
1657488,97
1657909,96
1658942,91
1659160,95
1660112,
1661023,98
1666874,94
1669546,99
1669582,95
1675786,96
1675969,90
1676049,96
1676267,
1679750,93
1684769,94
1692136,95
1692351,
1694698,
1697691,90
1701164,93
1701332,96
1705205,91
1705951,93
1706339,88
1706946,99
1711351,95
1714515,100
1718938,84
1721125,100
1721379,
1724720,90
1727310,87
1729562,100
1730697,93
1733763,88
1736831,87
1739631,94
1740236,
1740871,90
1742438,96
1744474,90
1748743,100
1750556,92
1753483,93
1757613,98
1760492,99
1766574,95
1768139,97
1770342,93
1773412,100
1775500,97
1777194,96
1780076,100
1781834,98
1784125,95
1785484,94
1786499,80
1787829,94
1792209,98
1794838,95
1796729,92
1799580,95
1800247,80
1801507,
1802020,94
1804568,99
1809622,85
1814192,96
1814443,83
1816573,84
1821232,96
1826316,100
1826596,100
1827536,91
1828107,98
1829165,97
1830805,84
1831388,76
1834023,92
1837577,94
1838306,91
1838401,95
1838879,96
1840248,100
1840570,100
1845815,84
1849648,100
1852328,99
1855771,
1855798,100
1856462,100
1859343,93
1862730,
1863324,97
1864045,97
1864103,98
1864395,100
1864496,71
1867060,95
1867071,60
1867179,95
1868763,91
1869046,98
1869315,98
1871203,94
1874967,93
1876196,93
1876910,93
1877754,98
1878122,91
1879989,
1880003,100
1880216,95
1882392,90
1882990,97
1883235,93
1883730,89
1884205,100
1884468,92
1885501,94
1886480,96
1893325,97
1894154,91
1896495,
1898454,90
1900710,100
1901646,97
1904731,97
1904944,
1906396,96
1907725,93
1907752,98
1912139,100
1915904,98
1917365,
1917774,86
1917991,97
1918705,86
1920949,94
1924058,99
1930381,80
1930667,75
1930881,94
1933398,90
1933636,89
1935049,94
1945360,94
1946057,91
1946067,97
1947907,98
1948192,81
1948540,98
1951976,95
1953003,99
1954001,86
1954311,85
1955484,85
1955768,
1956513,92
1957918,100
1958052,98
1962681,93
1963292,100
1965142,96
1965201,73
1966264,80
1968442,97
1968638,90
1969808,100
1972944,94
1974217,93
1976681,
1976810,97
1977882,99
1982597,100
1983290,90
1986039,100
1986327,88
1987662,100
1988182,100
1988579,100
1989884,96
1990921,100
1991045,95
1991397,
1991961,95
1992032,98
1994486,91
1998735,
2001176,87
2001327,80
2002284,91
2002637,98
2002666,100
2002741,99
2002855,95
2003946,98
2006400,95
2010944,95
2011163,
2011496,97
2015840,80
2016182,96
2019132,96
2020536,
2020765,92
2021588,88
2022173,100
2024166,80
2024548,97
2025277,
2026567,93
2027037,93
2027140,98
2029012,96
2030643,93
2031017,100
2032512,91
2034446,95
2035300,100
2037816,95
2039611,100
2039932,96
2042597,100
2043979,97
2044887,93
2045991,99
2046400,90
2047139,92
2049411,100
2050016,100
2053014,100
2056917,93
2057982,97
2058459,100
2059152,87
2060443,100
2061212,98
2061221,
2066031,96
2068645,87
2075180,95
2076483,98
2078746,97
2079942,89
2080635,90
2081260,100
2081848,100
2084617,93
2084992,100
2086586,88
2086909,100
2087068,95
2088271,
2092972,80
2093486,93
2094536,96
2095733,95
2096284,100
2096970,98
2097823,94
2098124,94
2099738,97
2099835,87
2104377,98
2110056,91
2110953,
2111503,
2111678,95
2111828,
2114495,100
2118068,94
2118944,80
2121535,86
2121972,97
2125274,100
2128928,100
2129714,85
2131667,98
2133220,95
2133942,90
2134078,94
2137277,95
2138961,96
2140695,88
2146646,
2146829,100
2147642,98
2147777,95
2149001,
2153393,100
2154488,96
2155303,96
2155864,88
2156839,91
2157235,93
2157359,100
2157582,
2158546,100
2161434,100
2162565,92
2165255,85
2168295,82
2170119,100
2172749,95
2172841,100
2173438,
2174040,
2175651,
2175723,95
2179273,100
2180203,89
2185671,
2190792,93
2191449,90
2191606,
2191648,97
2195302,80
2195378,93
2197375,
2197501,100
2197560,
2199290,95
2199410,90
2201228,88
2202083,100
2203300,93
2205845,100
2209282,
2210397,88
2219064,90
2220054,96
2220253,100
2224714,97
2227536,94
2230039,100
2233347,87
2237527,96
2237985,100
2241958,100
2246128,100
2246464,98
2247527,96
2252438,
2253062,95
2253063,100
2254020,96
2255103,98
2255195,89
2258687,96
2259160,97
2260217,100
2265143,98
2266633,94
2268216,92
2270894,95
2271256,95
2272792,87
2277470,100
2281088,92
2281627,80
2281634,98
2282413,100
2284138,100
2290848,87
2290941,88
2291619,91
2292851,99
2293528,90
2294972,100
2295827,100
2296098,100
2306464,100
2307105,95
2314128,90
2316863,100
2318810,91
2321725,97
2323744,95
2324202,89
2328948,91
2329696,99
2330225,95
2334507,93
2338603,84
2341206,94
2341249,98
2341476,95
2341754,97
2345290,95
2345913,93
2348195,100
2348212,80
2348602,84
2349109,98
2351918,94
2353160,94
2354413,
2358997,93
2363643,95
2364026,87
2364544,
2365027,95
2366382,91
2369744,95
2370698,98
2371126,95
2375775,90
2377008,94
2377736,97
2377893,96
2378667,
2379229,98
2380897,98
2382002,97
2382613,95
2385565,80
2385754,94
2390253,93
2394480,96
2394841,96
2394897,98
2395908,97
2396076,96
2396312,94
2397636,97
2397684,89
2398866,93
2398889,96
2398968,99
2399412,91
2403852,
2406047,
2412554,
2417080,100
2418364,100
2418617,93
2419706,96
2421223,99
2421445,98
2422564,97
2425068,100
2427223,100
2427917,93
2428020,94
2428848,100
2433256,100
2443247,95
2444984,96
2445048,100
2445234,100
2446164,100
2446432,100
2447563,89
2449808,98
2450125,98
2451134,92
2456055,91
2458229,100
2459679,96
2463778,91
2463908,98
2464533,85
2466143,96
2470520,99
2476238,88
2482262,98
2483283,89
2485124,91
2485985,89
2490608,97
2492162,100
2496858,97
2500258,
2501415,80
2501758,95
2504158,
2504294,98
2504679,94
2507059,96
2507159,92
2508457,80
2509310,20
2510929,89
2511659,97
2513549,92
2517124,98
2517625,100
2518768,97
2520219,90
2521868,100
2524670,100
2529429,89
2533598,93
2539863,100
2541764,100
2541994,97
2543760,95
2545280,
2546219,92
2548013,98
2548961,87
2549136,91
2549257,96
2549564,91
2550111,98
2552674,95
2553215,97
2557273,91
2560244,83
2563181,87
2565451,93
2566846,98
2566963,96
2567096,80
2569307,96
2572798,100
2573342,100
2574193,93
2574411,100
2575251,98
2577923,82
2581140,90
2581321,100
2583272,96
2588285,100
2588639,100
2590511,92
2590619,91
2591901,97
2598629,95
2598705,93
2599340,90
2599539,80
2599765,92
2602460,98
2610528,97
2610694,90
2616603,98
2621854,95
2623250,97
2623318,96
2623883,95
2626130,98
2631328,91
2633115,96
2634457,92
2635433,93
2639330,96
2639933,96
2640673,100
2641234,94
2643579,88
2644458,100
2644834,96
2646856,100
2647478,96
2648992,87
2649669,94
2649916,96
2650663,99
2654121,96
2654187,95
2654951,84
2657671,96
2658134,100
2658547,90
2658901,
2662541,93
2663290,91
2667682,94
2670697,99
2673334,
2673484,93
2674929,95
2675144,92
2678724,94
2681335,97
2681688,89
2682379,94
2683888,100
2686595,94
2689713,97
2690161,94
2697520,93
2697809,94
2698350,81
2698557,100
2706629,86
2707878,91
2708705,87
2708821,94
2712245,90
2718380,96
2722848,95
2726568,100
2727630,98
2727771,100
2728584,87
2733328,99
2735808,80
2737070,96
2737259,87
2741691,94
2742389,89
2749597,80
2751942,94
2753552,94
2758735,100
2760114,94
2760290,81
2761128,98
2765713,98
2766818,100
2771100,98
2777001,
2784176,91
2789944,90
2791185,100
2798584,100
2801820,85
2806032,
2808508,100
2810807,89
2812553,98
2814548,95
2820362,89
2821257,96
2823422,95
2826205,100
2827387,
2831043,93
2833279,96
2833785,93
2849856,96
2850204,93
2856488,
2859932,97
2860420,100
2861732,86
2862433,98
2862921,100
2869377,93
2870515,91
2873538,93
2876427,96
2877115,100
2880063,91
2883909,94
2885297,
2885872,98
2888184,88
2891361,95
2891709,92
2893967,96
2894031,97
2895197,92
2901363,100
2903199,95
2904317,98
2908081,95
2913468,94
2921278,95
2923100,89
2924337,92
2924980,97
2929033,95
2929392,98
2929593,96
2931551,95
2938293,98
2939366,97
2939590,
2941834,89
2944621,90
2945314,97
2947092,100
2947426,86
2949266,99
2954558,94
2958436,90
2965875,92
2978004,90
2981102,95
2985030,93
2992093,93
2996348,100
3005038,
3011888,99
3014092,94
3014402,95
3014619,94
3015181,
3015440,91
3022761,
3022839,97
3023254,
3024574,
3025845,
3030381,93
3034573,100
3045954,90
3047076,91
3048100,90
3049244,95
3055608,97
3056450,91
3057722,100
3062671,88
3064061,97
3066273,89
3067072,87
3070040,99
3070102,98
3071018,80
3078358,96
3078538,
3080548,93
3080746,94
3088705,85
3089810,84
3092423,87
3092794,96
3094376,100
3104160,
3108257,98
3108596,91
3108686,82
3109015,91
3109139,87
3109265,
3110069,95
3110176,91
3112155,92
3124110,98
3128036,80
3129557,99
3134696,90
3134876,99
3136490,88
3137119,93
3137372,92
3144994,95
3145517,
3145546,100
3146278,76
3148619,95
3149928,93
3151195,92
3152009,93
3152463,98
3156270,100
3156817,91
3160950,93
3162527,98
3163841,96
3173620,80
3175126,100
3178830,100
3179051,99
3179499,100
3179973,100
3182944,89
3187735,97
3188899,96
3189571,100
3194006,85
3195958,100
3206456,
3210996,97
3211002,87
3211272,92
3212979,98
3213599,91
3213782,88
3216901,94
3218705,98
3219034,90
3223693,92
3224006,88
3224709,93
3225714,100
3228678,92
3234729,81
3235690,100
3235751,84
3236012,79
3238233,95
3239428,84
3242577,94
3244397,100
3247318,94
3247639,92
3249284,93
3249563,95
3249747,90
3252380,95
3252507,92
3253380,83
3253599,97
3256097,94
3263705,94
3263919,80
3269097,97
3270111,96
3277004,93
3277019,89
3281856,93
3291658,95
3296878,94
3298027,88
3298068,94
3298548,95
3299282,97
3299443,95
3305685,96
3306282,95
3308204,99
3309213,99
3310518,84
3310624,95
3311366,91
3314395,93
3314404,95
3314419,94
3321570,99
3321618,98
3322526,95
3322569,90
3325692,92
3326966,95
3328431,91
3330000,95
3331242,95
3331812,91
3332211,94
3332725,97
3334842,99
3336669,95
3341663,100
3342931,50
3345797,100
3346269,91
3346273,
3346477,97
3348445,100
3348488,100
3349233,87
3349299,98
3352114,80
3356318,92
3358246,96
3358398,90
3366660,99
3367119,100
3375874,92
3376380,92
3378411,98
3378895,100
3379105,89
3381230,91
3382308,94
3382780,96
3384811,80
3389030,98
3392696,
3395839,98
3398680,100
3401664,80
3401999,100
3402756,87
3404630,80
3404729,72
3414976,97
3418122,100
3418671,96
3418673,
3419380,100
3419574,93
3421353,91
3426601,100
3426884,
3427815,84
3429176,97
3435726,90
3438182,81
3438403,94
3439488,98
3440927,
3444537,
3446440,98
3446751,96
3448024,87
3449909,96
3450211,
3450284,90
3452333,96
3456996,98
3457016,
3461424,78
3462063,97
3469409,98
3470646,91
3474544,92
3475286,100
3475556,94
3476818,90
3480916,100
3481474,80
3485841,96
3486857,97
3489087,93
3492202,92
3492384,100
3493730,
3494592,90
3494636,82
3495263,88
3496214,96
3496921,
3498096,93
3507782,100
3508253,96
3508448,88
3508834,96
3509628,97
3512424,80
3514623,92
3514927,95
3515164,97
3515365,91
3517118,89
3517477,
3517489,91
3519704,90
3519710,100
3520209,99
3520341,
3520435,90
3521467,93
3524707,
3525306,85
3525469,
3527812,93
3531414,97
3532442,80
3535252,92
3535849,100
3537128,
3543314,93
3547440,
3547505,93
3548452,91
3557259,100
3560148,
3560388,95
3560947,
3561704,
3564131,
3564551,
3564679,
3565352,94
3565705,100
3565759,87
3568512,89
3573274,95
3575402,84
3577007,90
3579402,94
3580236,95
3580428,91
3581569,
3581809,100
3584113,92
3587208,
3590242,80
3591020,96
3591301,97
3591363,100
3592208,94
3592435,90
3593470,97
3593599,90
3597449,91
3597702,100
3599245,97
3599302,100
3599475,97
3599750,100
3600046,
3600370,80
3601255,95
3602785,
3603063,
3603884,100
3606797,94
3607304,96
3607928,
3608625,95
3608839,80
3613213,100
3613880,95
3621088,
3622008,99
3625298,91
3626356,94
3626714,100
3627070,93
3627880,100
3627970,40
3628257,98
3630746,87
3630978,88
3631644,90
3633040,92
3634083,90
3634155,89
3634157,96
3634705,100
3635147,80
3640900,98
3640939,100
3648134,93
3649201,88
3649500,94
3651502,83
3653480,100
3656666,95
3658150,80
3658601,80
3658985,100
3659710,80
3660019,90
3662999,100
3663627,95
3664557,
3664791,100
3665990,96
3668955,93
3670526,100
3670695,84
3671069,100
3671172,100
3671820,95
3675239,100
3675885,90
3679527,96
3680983,89
3681577,
3682326,90
3683906,
3684306,96
3685219,88
3686153,94
3686192,93
3687446,98
3691107,95
3691225,100
3693483,96
3694410,100
3695819,92
3700049,94
3700079,70
3700907,98
3700984,92
3701258,91
3701404,94
3707336,97
3707444,97
3707933,
3708157,
3713261,95
3714074,98
3714637,100
3716364,98
3717145,98
3717559,93
3717751,97
3718762,100
3719423,100
3719651,100
3723455,100
3723572,90
3723653,
3724100,94
3724302,100
3724319,80
3724761,95
3726234,96
3726256,100
3726266,93
3727033,99
3728039,89
3729154,100
3730286,
3733023,
3735055,100
3736093,94
3736138,90
3738353,89
3738765,96
3738812,96
3740368,100
3743468,
3743965,93
3745883,96
3746958,90
3748232,97
3748373,99
3754935,98
3755788,88
3759882,
3759884,
3765261,90
3770771,
3771324,94
3771794,95
3773998,100
3778980,100
3779123,
3780569,95
3780876,99
3785093,100
3785838,88
3786092,91
3786223,80
3786490,92
3788727,91
3789274,
3789586,95
3790006,96
3791248,100
3791976,
3795327,97
3795921,100
3796880,100
3797494,96
3798560,100
3798779,98
3801906,96
3804606,100
3804814,100
3804879,98
3804880,98
3805153,100
3805915,95
3807087,98
3808163,
3808820,100
3808984,
3809515,100
3811553,90
3814770,
3815467,91
3815491,98
3815815,70
3816236,99
3816295,91
3817838,90
3818428,
3819077,89
3819617,93
